-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 03/08/2019 through 11/08/2020 in LST
Location: Latitude  51.0662   Longitude -114.0936 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 1289.78 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN      CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) 
CLRSKY_SFC_SW_DWN      CERES SYN1deg Clear Sky Surface Shortwave Downward Irradiance (Wh/m^2) 
ALLSKY_SFC_SW_DNI      CERES SYN1deg All Sky Surface Shortwave Downward Direct Normal Irradiance (Wh/m^2) 
ALLSKY_SFC_SW_DIFF     CERES SYN1deg All Sky Surface Shortwave Diffuse Irradiance (Wh/m^2) 
T2M                    MERRA-2 Temperature at 2 Meters (C) 
T2MDEW                 MERRA-2 Dew/Frost Point at 2 Meters (C) 
T2MWET                 MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
RH2M                   MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR            MERRA-2 Precipitation Corrected (mm/hour) 
WS10M                  MERRA-2 Wind Speed at 10 Meters (m/s) 
WD10M                  MERRA-2 Wind Direction at 10 Meters (Degrees) 
CLOUD_AMT              CERES SYN1deg Cloud Amount (%) 
ALLSKY_KT              CERES SYN1deg All Sky Insolation Clearness Index (dimensionless) 
ALLSKY_SRF_ALB         CERES SYN1deg All Sky Surface Albedo (dimensionless) 
PS                     MERRA-2 Surface Pressure (kPa) 
ALLSKY_SFC_PAR_TOT     CERES SYN1deg All Sky Surface Total PAR (Wh/m^2) 
CLRSKY_SFC_PAR_TOT     CERES SYN1deg Clear Sky Surface Total PAR (Wh/m^2) 
QV2M                   MERRA-2 Specific Humidity at 2 Meters (g/kg) 
SZA                    CERES SYN1deg Solar Zenith Angle (Degrees) 
ALLSKY_SFC_UVA         CERES SYN1deg All Sky Surface UVA Irradiance (Wh/m^2) 
-END HEADER-
YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI,ALLSKY_SFC_SW_DIFF,T2M,T2MDEW,T2MWET,RH2M,PRECTOTCORR,WS10M,WD10M,CLOUD_AMT,ALLSKY_KT,ALLSKY_SRF_ALB,PS,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,QV2M,SZA,ALLSKY_SFC_UVA
2019,10,20,3,0.0,0.0,0.0,0.0,-4.2,-5.74,-4.97,91.21,0.0,2.44,265.3,18.87,-999.0,-999.0,86.37,0.0,0.0,2.83,90.0,0.0
2019,10,20,4,0.0,0.0,0.0,0.0,-3.91,-5.64,-4.77,89.66,0.0,2.39,263.3,23.75,-999.0,-999.0,86.41,0.0,0.0,2.85,90.0,0.0
2019,10,20,5,0.0,0.0,0.0,0.0,-3.72,-5.58,-4.65,88.58,0.0,2.32,261.6,14.26,-999.0,-999.0,86.45,0.0,0.0,2.86,90.0,0.0
2019,10,20,6,18.38,20.48,175.78,11.47,-3.85,-5.72,-4.78,88.65,0.0,2.24,258.9,20.09,0.39,0.27,86.48,6.2,6.79,2.83,88.05,0.75
2019,10,20,7,131.82,152.7,540.77,42.47,-1.33,-4.41,-2.87,79.86,0.0,1.91,256.7,26.8,0.56,0.26,86.5,53.9,62.1,3.15,80.12,5.64
2019,10,20,8,260.2,294.4,715.7,68.49,1.72,-5.19,-1.74,59.38,0.0,1.85,265.0,30.25,0.64,0.24,86.5,110.67,124.52,2.96,72.76,12.62
2019,10,20,9,338.85,405.42,671.35,95.2,3.89,-6.24,-1.17,46.6,0.02,1.82,288.9,38.15,0.63,0.17,86.48,145.95,173.4,2.71,66.96,17.86
2019,10,20,10,400.1,475.48,655.81,121.09,5.29,-6.97,-0.84,39.74,0.15,1.67,298.3,42.32,0.65,0.16,86.44,173.08,204.52,2.55,63.25,21.89
2019,10,20,11,389.05,496.2,634.4,129.12,6.11,-7.2,-0.55,36.93,0.27,1.6,295.6,50.66,0.61,0.16,86.39,168.65,213.4,2.51,62.06,21.79
2019,10,20,12,339.55,468.1,552.28,126.81,6.51,-7.08,-0.29,36.34,0.33,1.61,291.9,58.41,0.56,0.16,86.35,147.48,201.22,2.54,63.56,19.11
2019,10,20,13,282.38,391.67,483.24,120.87,6.52,-6.76,-0.12,37.16,0.21,1.39,287.1,62.49,0.54,0.17,86.32,122.28,167.8,2.6,67.54,15.44
2019,10,20,14,205.73,274.8,393.02,107.36,6.2,-6.19,0.01,39.88,0.15,0.8,273.6,64.47,0.53,0.23,86.32,87.93,116.53,2.73,73.56,10.58
2019,10,20,15,92.65,130.65,246.37,60.57,5.22,-2.8,1.21,56.57,0.06,0.49,178.8,68.08,0.44,0.23,86.32,38.43,53.0,3.62,81.09,4.52
2019,10,20,16,9.1,12.02,41.81,10.65,2.89,-2.98,-0.04,64.99,0.03,1.35,158.2,71.54,0.29,0.27,86.33,3.23,4.0,3.53,88.69,0.46
2019,10,20,17,0.0,0.0,0.0,0.0,1.16,-3.12,-0.98,72.73,0.02,1.87,179.7,74.34,-999.0,-999.0,86.35,0.0,0.0,3.49,90.0,0.0
2019,10,20,18,0.0,0.0,0.0,0.0,0.18,-3.23,-1.52,77.41,0.01,1.96,208.4,88.57,-999.0,-999.0,86.36,0.0,0.0,3.46,90.0,0.0
2019,10,20,19,0.0,0.0,0.0,0.0,-0.6,-3.65,-2.12,79.8,0.01,2.31,232.4,99.92,-999.0,-999.0,86.36,0.0,0.0,3.35,90.0,0.0
2019,10,20,20,0.0,0.0,0.0,0.0,-1.47,-4.05,-2.76,82.97,0.0,2.53,249.9,100.0,-999.0,-999.0,86.36,0.0,0.0,3.24,90.0,0.0
2019,10,20,21,0.0,0.0,0.0,0.0,-1.77,-4.25,-3.01,83.78,0.0,2.66,260.0,99.86,-999.0,-999.0,86.38,0.0,0.0,3.19,90.0,0.0
2019,10,20,22,0.0,0.0,0.0,0.0,-1.69,-4.4,-3.05,82.2,0.02,2.85,262.6,100.0,-999.0,-999.0,86.4,0.0,0.0,3.15,90.0,0.0
2019,10,20,23,0.0,0.0,0.0,0.0,-2.28,-4.49,-3.39,85.81,0.02,2.81,262.2,97.82,-999.0,-999.0,86.41,0.0,0.0,3.13,90.0,0.0
2019,10,21,0,0.0,0.0,0.0,0.0,-2.67,-4.5,-3.58,88.4,0.01,2.82,261.6,73.93,-999.0,-999.0,86.42,0.0,0.0,3.12,90.0,0.0
2019,10,21,1,0.0,0.0,0.0,0.0,-2.89,-4.49,-3.69,90.37,0.01,2.86,261.2,63.04,-999.0,-999.0,86.45,0.0,0.0,3.13,90.0,0.0
2019,10,21,2,0.0,0.0,0.0,0.0,-3.05,-4.47,-3.76,91.61,0.01,2.91,260.3,15.13,-999.0,-999.0,86.47,0.0,0.0,3.13,90.0,0.0
2019,10,21,3,0.0,0.0,0.0,0.0,-3.04,-4.42,-3.73,91.87,0.02,2.97,259.1,25.51,-999.0,-999.0,86.51,0.0,0.0,3.14,90.0,0.0
2019,10,21,4,0.0,0.0,0.0,0.0,-2.93,-4.34,-3.64,91.66,0.02,3.03,258.2,30.22,-999.0,-999.0,86.57,0.0,0.0,3.16,90.0,0.0
2019,10,21,5,0.0,0.0,0.0,0.0,-2.76,-4.24,-3.5,90.98,0.02,3.1,257.5,27.48,-999.0,-999.0,86.61,0.0,0.0,3.18,90.0,0.0
2019,10,21,6,15.25,18.12,125.34,11.94,-2.56,-4.15,-3.36,90.34,0.03,3.18,256.7,37.02,0.36,0.31,86.65,5.27,6.0,3.21,88.22,0.67
2019,10,21,7,116.25,146.93,377.13,57.05,-0.3,-3.68,-1.99,77.46,0.01,3.79,256.4,49.27,0.51,0.31,86.7,48.07,59.82,3.32,80.4,5.35
2019,10,21,8,231.77,288.75,428.38,115.37,2.52,-3.45,-0.46,64.18,0.01,4.48,261.8,58.44,0.58,0.27,86.72,99.0,122.12,3.38,73.06,11.9
2019,10,21,9,313.62,400.95,386.32,180.26,4.91,-3.89,0.51,52.47,0.02,4.98,273.9,68.22,0.59,0.2,86.72,135.32,171.55,3.27,67.28,17.23
2019,10,21,10,348.15,471.75,307.85,226.78,6.29,-5.22,0.54,42.88,0.02,5.19,280.3,79.42,0.57,0.19,86.72,150.57,202.65,2.94,63.59,19.94
2019,10,21,11,363.83,494.17,200.95,261.11,7.23,-5.92,0.65,38.0,0.02,5.1,280.6,89.98,0.57,0.25,86.71,156.62,212.97,2.78,62.42,20.94
2019,10,21,12,329.4,464.2,223.42,230.42,7.85,-5.48,1.18,37.73,0.03,5.04,278.3,87.3,0.55,0.19,86.7,142.93,200.24,2.88,63.92,19.16
2019,10,21,13,275.33,387.33,235.77,194.9,8.16,-4.44,1.86,40.14,0.04,4.85,275.3,83.92,0.53,0.2,86.7,119.02,166.98,3.13,67.89,15.32
2019,10,21,14,194.23,270.17,304.62,118.41,8.01,-3.45,2.28,43.79,0.03,4.38,273.8,73.84,0.51,0.26,86.72,83.4,115.53,3.38,73.9,10.26
2019,10,21,15,84.78,126.78,257.96,46.08,6.49,-1.96,2.26,54.64,0.02,2.88,272.6,67.04,0.41,0.28,86.74,35.3,52.15,3.8,81.41,4.1
2019,10,21,16,7.7,10.9,71.09,7.54,2.36,-1.22,0.57,77.04,0.02,2.63,272.6,59.0,0.28,0.24,86.77,2.67,3.65,4.01,88.85,0.37
2019,10,21,17,0.0,0.0,0.0,0.0,0.56,-2.0,-0.72,82.69,0.02,2.83,275.1,49.19,-999.0,-999.0,86.81,0.0,0.0,3.78,90.0,0.0
2019,10,21,18,0.0,0.0,0.0,0.0,-0.23,-2.23,-1.23,86.19,0.04,2.75,277.1,37.06,-999.0,-999.0,86.85,0.0,0.0,3.71,90.0,0.0
2019,10,21,19,0.0,0.0,0.0,0.0,-0.81,-2.36,-1.58,89.71,0.1,2.77,272.7,71.5,-999.0,-999.0,86.86,0.0,0.0,3.68,90.0,0.0
2019,10,21,20,0.0,0.0,0.0,0.0,-0.99,-2.26,-1.62,91.55,0.41,2.79,268.4,96.11,-999.0,-999.0,86.86,0.0,0.0,3.7,90.0,0.0
2019,10,21,21,0.0,0.0,0.0,0.0,-0.56,-2.06,-1.31,89.76,0.48,2.67,262.3,59.55,-999.0,-999.0,86.85,0.0,0.0,3.76,90.0,0.0
2019,10,21,22,0.0,0.0,0.0,0.0,-0.49,-2.01,-1.25,89.67,0.08,2.67,254.4,92.01,-999.0,-999.0,86.8,0.0,0.0,3.78,90.0,0.0
2019,10,21,23,0.0,0.0,0.0,0.0,-0.85,-2.18,-1.51,91.07,0.01,2.74,244.9,98.24,-999.0,-999.0,86.72,0.0,0.0,3.73,90.0,0.0
2019,10,22,0,0.0,0.0,0.0,0.0,-1.91,-2.45,-2.18,97.5,0.0,2.93,236.4,98.73,-999.0,-999.0,86.62,0.0,0.0,3.66,90.0,0.0
2019,10,22,1,0.0,0.0,0.0,0.0,-1.79,-2.48,-2.13,96.42,0.0,2.85,230.6,99.28,-999.0,-999.0,86.53,0.0,0.0,3.66,90.0,0.0
2019,10,22,2,0.0,0.0,0.0,0.0,-0.54,-2.1,-1.32,89.41,0.0,2.94,230.8,99.84,-999.0,-999.0,86.42,0.0,0.0,3.77,90.0,0.0
2019,10,22,3,0.0,0.0,0.0,0.0,-0.01,-1.7,-0.86,88.17,0.0,3.06,234.4,97.88,-999.0,-999.0,86.3,0.0,0.0,3.89,90.0,0.0
2019,10,22,4,0.0,0.0,0.0,0.0,0.28,-1.3,-0.51,88.86,0.0,3.2,237.3,81.36,-999.0,-999.0,86.19,0.0,0.0,4.01,90.0,0.0
2019,10,22,5,0.0,0.0,0.0,0.0,0.58,-0.83,-0.12,90.1,0.01,3.23,242.2,42.28,-999.0,-999.0,86.1,0.0,0.0,4.16,90.0,0.0
2019,10,22,6,11.15,14.7,43.93,11.86,-0.21,-0.46,-0.34,98.32,0.01,3.39,249.3,50.89,0.29,0.24,86.05,4.03,5.15,4.28,88.38,0.54
2019,10,22,7,86.68,136.07,249.25,46.36,2.62,0.27,1.45,84.32,0.01,4.0,256.4,64.03,0.39,0.24,86.05,36.22,56.04,4.51,80.68,4.16
2019,10,22,8,172.55,278.25,319.56,87.24,6.19,0.48,3.33,66.81,0.03,4.99,262.4,70.21,0.44,0.23,86.04,74.73,119.12,4.59,73.36,9.21
2019,10,22,9,250.35,392.15,341.96,141.97,8.62,-2.67,2.98,44.79,0.05,8.23,278.7,76.31,0.48,0.23,86.08,109.85,169.27,3.63,67.6,14.37
2019,10,22,10,306.95,466.05,193.05,220.22,9.06,-4.35,2.36,38.12,0.1,8.33,287.9,84.33,0.51,0.23,86.14,133.7,201.88,3.18,63.93,17.73
2019,10,22,11,343.75,487.92,295.73,222.28,8.63,-4.69,1.97,38.17,0.21,7.94,293.4,81.1,0.55,0.23,86.21,149.3,211.45,3.09,62.77,20.09
2019,10,22,12,353.77,459.73,397.16,209.67,8.06,-4.96,1.55,38.81,0.24,7.48,295.5,76.19,0.59,0.24,86.28,153.25,199.18,3.02,64.27,20.07
2019,10,22,13,292.17,383.5,309.19,194.39,7.54,-4.97,1.29,40.12,0.13,6.57,297.0,78.78,0.57,0.25,86.36,126.73,165.78,3.01,68.24,16.29
2019,10,22,14,192.98,266.2,229.32,137.59,6.84,-4.14,1.35,44.92,0.19,5.28,294.6,82.24,0.52,0.22,86.45,83.57,113.98,3.21,74.23,10.5
2019,10,22,15,76.2,123.03,127.85,56.0,5.74,-3.05,1.35,52.9,0.38,4.35,294.4,86.42,0.39,0.22,86.54,32.4,50.42,3.5,81.72,4.12
2019,10,22,16,5.22,9.5,13.43,6.81,4.03,-1.88,1.08,65.29,0.57,3.29,294.0,94.27,0.22,0.18,86.64,1.95,3.05,3.83,89.0,0.3
2019,10,22,17,0.0,0.0,0.0,0.0,2.93,-1.34,0.79,73.58,0.57,2.85,294.0,98.28,-999.0,-999.0,86.74,0.0,0.0,3.99,90.0,0.0
2019,10,22,18,0.0,0.0,0.0,0.0,2.15,-1.16,0.5,78.84,0.57,2.53,295.2,95.07,-999.0,-999.0,86.83,0.0,0.0,4.04,90.0,0.0
2019,10,22,19,0.0,0.0,0.0,0.0,1.67,-1.32,0.17,80.47,0.54,2.51,293.5,96.7,-999.0,-999.0,86.92,0.0,0.0,3.98,90.0,0.0
2019,10,22,20,0.0,0.0,0.0,0.0,1.47,-1.72,-0.12,79.26,0.33,2.68,294.5,95.18,-999.0,-999.0,87.02,0.0,0.0,3.86,90.0,0.0
2019,10,22,21,0.0,0.0,0.0,0.0,0.78,-2.17,-0.69,80.58,0.14,2.7,297.1,90.23,-999.0,-999.0,87.1,0.0,0.0,3.73,90.0,0.0
2019,10,22,22,0.0,0.0,0.0,0.0,0.02,-2.89,-1.43,80.66,0.68,2.74,298.1,94.55,-999.0,-999.0,87.18,0.0,0.0,3.53,90.0,0.0
2019,10,22,23,0.0,0.0,0.0,0.0,-1.09,-3.74,-2.42,82.74,0.35,2.8,297.4,94.65,-999.0,-999.0,87.28,0.0,0.0,3.3,90.0,0.0
2019,10,23,0,0.0,0.0,0.0,0.0,-1.84,-4.7,-3.27,81.52,0.19,3.04,297.8,95.72,-999.0,-999.0,87.39,0.0,0.0,3.05,90.0,0.0
2019,10,23,1,0.0,0.0,0.0,0.0,-1.77,-5.43,-3.6,76.34,0.36,3.16,300.5,75.01,-999.0,-999.0,87.47,0.0,0.0,2.87,90.0,0.0
2019,10,23,2,0.0,0.0,0.0,0.0,-1.28,-6.09,-3.69,69.49,0.28,3.34,308.8,77.06,-999.0,-999.0,87.5,0.0,0.0,2.72,90.0,0.0
2019,10,23,3,0.0,0.0,0.0,0.0,-1.54,-7.24,-4.39,64.52,0.18,3.61,317.2,50.52,-999.0,-999.0,87.54,0.0,0.0,2.47,90.0,0.0
2019,10,23,4,0.0,0.0,0.0,0.0,-2.31,-7.89,-5.1,64.97,0.11,3.65,320.3,38.32,-999.0,-999.0,87.62,0.0,0.0,2.33,90.0,0.0
2019,10,23,5,0.0,0.0,0.0,0.0,-2.74,-8.08,-5.41,66.25,0.03,3.67,321.0,13.7,-999.0,-999.0,87.69,0.0,0.0,2.29,90.0,0.0
2019,10,23,6,12.7,13.6,87.17,10.56,-3.11,-8.19,-5.65,67.79,0.0,3.59,321.0,11.94,0.36,0.21,87.73,4.17,4.4,2.27,88.54,0.53
2019,10,23,7,120.6,134.85,499.62,38.47,-1.56,-7.92,-4.74,61.15,0.0,3.88,320.1,18.49,0.56,0.23,87.79,47.72,52.84,2.33,80.95,4.92
2019,10,23,8,248.75,275.55,640.36,68.58,0.48,-8.17,-3.85,50.83,0.0,4.84,323.2,20.08,0.64,0.21,87.87,103.85,113.97,2.28,73.65,11.42
2019,10,23,9,378.48,387.6,844.14,72.06,2.04,-9.32,-3.64,40.87,0.0,5.74,327.9,9.71,0.73,0.28,87.91,160.05,162.98,2.05,67.92,18.4
2019,10,23,10,416.0,465.65,787.51,98.06,3.21,-10.17,-3.48,34.86,0.0,5.73,331.2,32.0,0.7,0.27,87.91,175.56,196.07,1.9,64.27,21.43
2019,10,23,11,395.75,493.55,633.61,130.23,4.09,-10.51,-3.21,31.9,0.01,5.53,331.9,58.16,0.64,0.27,87.92,164.56,206.45,1.85,63.12,20.78
2019,10,23,12,386.4,464.52,737.63,106.38,4.74,-10.68,-2.97,29.99,0.01,5.28,329.4,52.97,0.66,0.27,87.93,161.0,194.65,1.82,64.62,19.98
2019,10,23,13,335.88,387.08,837.09,84.59,5.08,-10.72,-2.82,29.13,0.01,4.75,328.0,47.06,0.67,0.29,87.93,139.7,161.82,1.81,68.58,16.51
2019,10,23,14,212.57,267.55,627.28,58.21,4.97,-10.44,-2.74,30.17,0.0,3.94,326.3,43.26,0.58,0.21,87.95,87.2,110.33,1.86,74.55,9.68
2019,10,23,15,95.8,121.93,474.91,30.44,3.31,-7.31,-2.0,45.2,0.0,2.05,329.6,37.64,0.5,0.23,87.97,37.35,47.67,2.48,82.03,3.83
2019,10,23,16,7.53,8.43,79.45,6.42,0.86,-6.9,-3.02,54.93,0.0,1.43,332.9,24.71,0.37,0.26,87.98,2.37,2.63,2.53,89.14,0.31
2019,10,23,17,0.0,0.0,0.0,0.0,0.64,-8.55,-3.95,48.33,0.0,1.01,266.6,15.68,-999.0,-999.0,87.99,0.0,0.0,2.19,90.0,0.0
2019,10,23,18,0.0,0.0,0.0,0.0,-1.76,-7.54,-4.65,63.91,0.0,2.17,231.9,90.36,-999.0,-999.0,87.98,0.0,0.0,2.39,90.0,0.0
2019,10,23,19,0.0,0.0,0.0,0.0,-2.32,-6.85,-4.58,71.13,0.0,2.46,231.4,99.49,-999.0,-999.0,87.93,0.0,0.0,2.54,90.0,0.0
2019,10,23,20,0.0,0.0,0.0,0.0,-1.44,-6.92,-4.18,65.53,0.0,2.72,238.8,99.97,-999.0,-999.0,87.87,0.0,0.0,2.52,90.0,0.0
2019,10,23,21,0.0,0.0,0.0,0.0,-0.9,-6.55,-3.73,64.61,0.0,2.82,246.2,99.29,-999.0,-999.0,87.84,0.0,0.0,2.6,90.0,0.0
2019,10,23,22,0.0,0.0,0.0,0.0,-0.86,-5.86,-3.36,68.3,0.0,2.74,247.7,99.94,-999.0,-999.0,87.77,0.0,0.0,2.76,90.0,0.0
2019,10,23,23,0.0,0.0,0.0,0.0,-0.74,-5.48,-3.11,69.74,0.0,2.84,245.0,99.44,-999.0,-999.0,87.66,0.0,0.0,2.85,90.0,0.0
2019,10,24,0,0.0,0.0,0.0,0.0,-0.53,-5.32,-2.93,69.42,0.02,3.09,242.4,100.0,-999.0,-999.0,87.56,0.0,0.0,2.89,90.0,0.0
2019,10,24,1,0.0,0.0,0.0,0.0,-0.31,-5.13,-2.72,69.04,0.05,3.11,242.6,99.63,-999.0,-999.0,87.47,0.0,0.0,2.93,90.0,0.0
2019,10,24,2,0.0,0.0,0.0,0.0,-0.1,-4.97,-2.53,68.93,0.01,3.23,241.5,93.77,-999.0,-999.0,87.37,0.0,0.0,2.98,90.0,0.0
2019,10,24,3,0.0,0.0,0.0,0.0,-0.41,-5.04,-2.72,70.17,0.0,3.59,248.9,88.67,-999.0,-999.0,87.27,0.0,0.0,2.96,90.0,0.0
2019,10,24,4,0.0,0.0,0.0,0.0,-0.31,-4.95,-2.63,70.23,0.0,4.33,261.9,99.7,-999.0,-999.0,87.19,0.0,0.0,2.99,90.0,0.0
2019,10,24,5,0.0,0.0,0.0,0.0,0.5,-4.51,-2.01,68.38,0.01,4.89,270.8,99.53,-999.0,-999.0,87.12,0.0,0.0,3.1,90.0,0.0
2019,10,24,6,6.28,11.9,16.62,7.76,0.63,-4.12,-1.74,69.9,0.0,5.06,271.9,97.07,0.2,0.2,87.1,2.48,4.19,3.2,88.69,0.37
2019,10,24,7,65.5,125.05,95.26,51.46,2.13,-3.72,-0.79,64.71,0.0,5.81,269.3,91.62,0.31,0.21,87.08,29.26,53.35,3.3,81.23,3.89
2019,10,24,8,160.5,259.75,146.14,114.86,4.72,-3.02,0.85,56.98,0.0,6.34,272.0,87.64,0.42,0.21,87.08,72.56,114.74,3.49,73.95,9.39
2019,10,24,9,237.35,367.48,188.12,165.92,7.58,-1.87,2.86,51.04,0.0,6.4,275.1,84.75,0.47,0.23,87.08,107.3,163.58,3.81,68.24,14.06
2019,10,24,10,271.0,434.92,252.71,188.14,9.91,-0.39,4.76,48.6,0.0,6.14,274.2,82.94,0.46,0.23,87.06,123.67,194.02,4.25,64.61,16.49
2019,10,24,11,312.02,451.4,254.2,213.08,11.6,0.86,6.23,47.59,0.05,5.92,273.7,86.39,0.51,0.22,87.04,140.6,200.77,4.66,63.47,18.86
2019,10,24,12,305.0,425.8,197.79,226.7,12.06,1.61,6.83,48.64,0.22,5.8,274.9,91.69,0.52,0.22,87.04,137.45,189.85,4.91,64.97,18.16
2019,10,24,13,248.1,352.9,132.48,191.35,11.54,2.05,6.79,51.97,0.3,5.13,271.2,92.82,0.5,0.21,87.03,111.7,157.28,5.07,68.92,14.6
2019,10,24,14,165.38,240.77,101.12,129.65,10.62,2.37,6.49,56.53,0.22,4.35,264.2,91.83,0.46,0.21,87.01,73.95,106.52,5.19,74.88,9.38
2019,10,24,15,65.43,105.07,58.16,53.6,9.23,2.5,5.86,62.73,0.02,3.63,254.0,92.44,0.36,0.21,86.95,28.57,44.58,5.25,82.34,3.61
2019,10,24,16,3.35,6.15,4.83,4.56,6.53,2.24,4.39,74.06,0.02,3.62,248.8,98.96,0.19,0.18,86.89,1.25,2.18,5.16,89.27,0.19
2019,10,24,17,0.0,0.0,0.0,0.0,5.5,1.77,3.64,76.74,0.07,4.49,252.9,99.84,-999.0,-999.0,86.87,0.0,0.0,4.98,90.0,0.0
2019,10,24,18,0.0,0.0,0.0,0.0,5.36,1.5,3.43,76.09,0.01,5.25,257.6,99.9,-999.0,-999.0,86.85,0.0,0.0,4.89,90.0,0.0
2019,10,24,19,0.0,0.0,0.0,0.0,5.3,1.52,3.41,76.54,0.01,5.55,258.1,98.54,-999.0,-999.0,86.83,0.0,0.0,4.9,90.0,0.0
2019,10,24,20,0.0,0.0,0.0,0.0,5.62,1.86,3.74,76.66,0.0,5.78,256.4,98.97,-999.0,-999.0,86.8,0.0,0.0,5.02,90.0,0.0
2019,10,24,21,0.0,0.0,0.0,0.0,6.03,2.38,4.21,77.27,0.0,5.84,254.9,97.25,-999.0,-999.0,86.74,0.0,0.0,5.21,90.0,0.0
2019,10,24,22,0.0,0.0,0.0,0.0,6.37,2.8,4.58,77.74,0.02,5.96,251.8,95.97,-999.0,-999.0,86.69,0.0,0.0,5.37,90.0,0.0
2019,10,24,23,0.0,0.0,0.0,0.0,6.72,2.98,4.85,76.96,0.02,6.24,248.9,93.49,-999.0,-999.0,86.62,0.0,0.0,5.45,90.0,0.0
2019,10,25,0,0.0,0.0,0.0,0.0,6.92,3.02,4.97,76.12,0.02,6.43,247.3,90.35,-999.0,-999.0,86.55,0.0,0.0,5.47,90.0,0.0
2019,10,25,1,0.0,0.0,0.0,0.0,6.73,2.98,4.85,76.9,0.02,6.29,246.7,82.97,-999.0,-999.0,86.46,0.0,0.0,5.46,90.0,0.0
2019,10,25,2,0.0,0.0,0.0,0.0,6.39,2.92,4.65,78.36,0.01,6.16,247.6,95.96,-999.0,-999.0,86.38,0.0,0.0,5.44,90.0,0.0
2019,10,25,3,0.0,0.0,0.0,0.0,6.32,2.89,4.61,78.51,0.01,6.11,248.0,100.0,-999.0,-999.0,86.29,0.0,0.0,5.43,90.0,0.0
2019,10,25,4,0.0,0.0,0.0,0.0,6.32,2.86,4.59,78.41,0.01,5.92,245.1,98.29,-999.0,-999.0,86.17,0.0,0.0,5.43,90.0,0.0
2019,10,25,5,0.0,0.0,0.0,0.0,6.3,2.79,4.54,78.08,0.01,5.82,239.8,87.82,-999.0,-999.0,86.01,0.0,0.0,5.41,90.0,0.0
2019,10,25,6,6.28,10.62,30.45,7.47,6.68,2.7,4.69,75.63,0.01,6.48,236.9,80.47,0.22,0.19,85.84,2.33,3.66,5.39,88.83,0.34
2019,10,25,7,73.1,121.68,168.46,45.73,8.1,2.83,5.46,69.26,0.01,7.82,237.6,73.98,0.36,0.2,85.68,31.3,50.57,5.45,81.5,3.84
2019,10,25,8,174.25,257.77,332.05,92.83,10.22,3.17,6.69,61.46,0.03,9.24,240.9,64.69,0.47,0.2,85.53,76.65,112.08,5.59,74.24,9.36
2019,10,25,9,249.2,366.48,496.15,96.83,12.24,3.03,7.64,53.3,0.06,11.75,246.8,57.71,0.5,0.18,85.43,110.82,161.3,5.55,68.56,13.96
2019,10,25,10,302.05,435.1,533.75,96.43,13.05,2.76,7.9,49.51,0.08,11.77,247.7,53.27,0.52,0.18,85.37,134.94,192.62,5.44,64.95,17.28
2019,10,25,11,315.17,456.12,548.97,88.91,13.23,2.89,8.06,49.4,0.16,10.76,250.8,47.76,0.52,0.17,85.41,140.82,200.63,5.49,63.82,17.94
2019,10,25,12,181.65,427.85,72.6,139.35,13.21,2.29,7.75,47.54,0.2,9.2,264.3,94.74,0.32,0.16,85.49,80.0,186.9,5.27,65.31,11.14
2019,10,25,13,136.88,351.15,77.24,107.12,11.91,-0.83,5.54,41.54,0.13,8.94,277.9,95.76,0.28,0.15,85.61,62.72,151.8,4.22,69.25,8.58
2019,10,25,14,82.47,237.75,45.41,66.31,9.68,-3.4,3.14,39.37,0.05,8.2,283.8,97.35,0.23,0.18,85.75,37.8,100.92,3.44,75.2,5.05
2019,10,25,15,27.98,100.5,37.04,24.29,7.58,-3.55,2.02,44.81,1.21,6.63,292.8,98.59,0.16,0.17,85.91,12.55,40.04,3.39,82.64,1.78
2019,10,25,16,2.72,5.4,10.93,3.73,4.38,-1.89,1.24,63.65,10.25,5.02,317.1,96.02,0.18,0.18,86.12,1.02,1.73,3.85,89.39,0.17
2019,10,25,17,0.0,0.0,0.0,0.0,1.76,-1.19,0.29,80.64,14.69,5.42,341.4,98.3,-999.0,-999.0,86.37,0.0,0.0,4.04,90.0,0.0
2019,10,25,18,0.0,0.0,0.0,0.0,0.34,-2.26,-0.96,82.66,6.86,5.59,343.5,99.96,-999.0,-999.0,86.56,0.0,0.0,3.73,90.0,0.0
2019,10,25,19,0.0,0.0,0.0,0.0,-0.19,-3.85,-2.02,76.04,1.84,5.49,336.1,96.83,-999.0,-999.0,86.67,0.0,0.0,3.29,90.0,0.0
2019,10,25,20,0.0,0.0,0.0,0.0,-0.59,-4.88,-2.74,72.24,0.35,5.23,331.7,94.6,-999.0,-999.0,86.77,0.0,0.0,3.02,90.0,0.0
